1,0,"Poslovni cilj definiran od Uprave, odobren od Nadzornog Odbora.",Company cilj,2020-12-31,1,2020-09-17 12:22:09.307000,
803,2,Prijedlog noviteta u masovnim ponudama (kampanjama) i aktivnostima naplate ,Individualni,2020-12-31,1,,
804,2,Time management skills poboljšanje ,Osobni razvojni cilj,2020-12-31,2,,
805,2,Leadership skills evaluacija ,Osobni razvojni cilj,2020-12-31,2,,
806,2,Ukupno naplaæeni iznos unutar polugodišta,Individualni,2020-12-31,1,,
807,2,Broj dogovorenih uplata/postotak ispunjenih uplata,Individualni,2020-12-31,1,,
808,2,Broj izvršenih uplata od 1000HRK i više,Individualni,2020-12-31,1,,
809,2,Unaprjeðenje komunikacijskih vještina: Konkretan pokušaj dogovora/upornost,Osobni razvojni cilj,2020-12-31,2,,
810,2,Prezentacija predloženog rješenja: Osobina+korist,Osobni razvojni cilj,2020-12-31,2,,
811,2,Ukupno naplaæen iznos unutar pologodišta,Individualni cilj,2020-12-31,1,,
812,2,Broj dogovorenih uplata / postotak izvršenih,Individualni cilj,2020-12-31,1,,
813,2,Broj izvršenih uplata od 1000 kn i više,Individualni cilj,2020-12-31,1,,
814,2,Veæa uèinkovitost:                                                                     smanjiti uporabu Exstra Wrap Up,Osobni razvojni cilj,2020-12-31,2,,
815,2,Unaprjeðenje komunikacijiskih vještina:                              inzistiranje na konkretnom pokušaju dogovora / upornost,Osobni razvojini cilj,2020-12-31,2,,
816,2,Strateški prioritetan projekt na nivou društva s ciljem optimizacije postojeæih procesa i poveæanja efikasnosti istih te smanjenjem troškova.,Project improvment proces (HH),2020-12-31,1,,
817,2,"Pripremiti feedback proces, napisati proceduru i evaluacijski listiæ",Legal advisors feedback process,2020-12-31,1,,
818,2,Pronaæi naèin na koji se može potaknuti naplata za segment dužnika za koje znamo da su u inozemstvu,Out of state debtors,2020-12-31,1,,
819,2,Timska evaluacija voditelja,Leadership skills evaluacija,2020-12-31,2,,
820,2,Automatsko praæenje sporazuma (s otpisom kamate),Individualni cilj ,2020-12-31,1,,
821,2,Optimal time to call projekt ,Individualni cilj ,2020-12-31,1,,
822,2,Prijedlog noviteta u masovnim ponudama (kampanjama) i aktivnostima naplate ,Individualni cilj,2020-12-31,1,,
823,2,Poboljšanje asertivnosti ,Osobni razvoj ,2020-12-31,2,,
824,2,Leadership skills evaluacija ,Osobni razvoj ,2020-12-31,2,,
827,2,Znanje programske okoline potrebno za izradu KPI aplikacije,"Spring& Hibernate for beginners, teèaj",2020-11-01,2,2020-10-04 10:32:52.810000,davorin.m
828,2,Aplikacija za obradu podataka alokacije radnog vremena,Aplikacija za alokaciju,2020-12-31,1,2020-10-07 09:48:42.673000,davorin.m
829,2,Napraviti app za KPI za HR odjel,KPI app,2020-12-31,1,,
830,2,Kroz edukacije i dodatnu dokumentaciju SBA æe prenjeti znanje ostatnu BA time za taskove s kojim još ne rade.,Prijenos znanja BA timu uz edukacije i popratnu dokmentaciju,2020-12-31,1,,
831,2,"Za tickete tipa brisanje akcije, promjene statua predmeta, externalizacije, uvesti æu odreðene promjene u procesu i održati edukacije kako bi se smanjio broj tih ticketa. Metode su: dodatni reporti, edukacije, novi procesi, dodatne funkcionalnosti unutar AroTRON-a",Smanjenje broja ticketa,2020-12-31,1,,
832,2,"Edukacija u programskom jeziku Java SE kako bi imao osnovno znanje za izradu aplikacije. Osim Java SE potrebno je educirati se u drugim jezicima i tehnologijama: Spring, Thymeleaf, Hibernate, MSSQL, HTML, CSS. Edukacije su preko Udemy platforme.",Edukacija programskih jezika i alata za razvoj HR KPI aplikacije,2020-12-31,2,,
833,2,"strateški prioritetan projekt na nivou Društva s ciljem optimizacije postojeæih procesa i poveæanja efikasnosti istih, uz smanjenje troškova",Hidden hook project,2020-12-31,1,,
834,2,"sudjelovanje u projektu 3pc, cilj dodatan izvor prihodakroz novu granu djelatnosti",3pc project,2020-12-31,1,,
835,2,pronaæi naèin poveæanja postotka pokušaja poziva koji rezultiraju javljanjem / uspostavljanjem kontakta vs. NA; pri prezentaciji rezultata obavezno priložiti report koji prikazuje trendove kroz vrijeme,Answer rate improvement,2020-12-31,1,,
836,2,predložiti novu strategiju upravljanja skip tracing dijelom portfelja,Skip tracing strategija,2020-12-31,1,,
837,2,pripremiti potencijalnog nasljednika pozicije Voditelja odjela naplate u sluèaju potrebe ,Razvoj nasljednika pozicije,2020-12-31,2,,
838,2,"pronaæi rješenje temeljem kojeg æe se collection TL-ovi (Weber, Novkoviæ) izdignuti na razinu sukladnu poziciji u manje razvijenim podruèjima ili definirati exit strategiju i osigurati nasljednika",Pronalazak rješenja za otpimizaciju menadžmenta u Odjelu,2020-12-31,2,,
839,2,"Smanjiti broj ticketa vezanih za Decision Engine (revidiranje DE, promjene u DE i radionice s userima)",Individualni,2020-12-31,1,,
840,2,Kreiranje templatea i procedura te korištenje istih kako bi ubrzali i poveæali preciznost promjene LA i CM,Individualni,2020-12-31,1,2020-09-22 13:18:20.260000,davorin.m
841,2,Edukacija i radionica za prijenos customer importa na DQA  uz popratnu edukaciju do 30.11.2020,Individualni,2020-12-31,1,2020-09-22 13:18:20.317000,davorin.m
842,2,Udemy teèaj - Learn Python Programming Masterclass,Razvojni,2020-12-31,2,2020-09-22 13:18:20.360000,davorin.m
843,2,"Definiranje kljucnih podataka, nacin prikupljanja, obrade i odgovornost za tocnost istih te nacina kontinuiranog monitoriranja podataka.",Initiate definition of DQ dashboard for Back Office Portfolio Support Department,2020-12-31,1,,
844,2,"Definiranje kljucnih podataka, nacin prikupljanja, obrade i odgovornost za tocnost istih te nacina kontinuiranog monitoriranja podataka.",Initiate definition of DQ dashboard for Resolution department,2020-12-31,1,,
845,2,Priprema podataka u projektu Solaris vezani za nekretnine kao kolateral ili kao imovina temeljem promjene logike importa podataka i dorade sustava,SOLARIS data,2020-12-31,1,,
846,2,Primjena kroz dnevni posao naucenog temeljem edukacije,Upravljanje u stresnim situacijama,2020-12-31,2,,
847,2,"Definiranje kljuènih podataka, naèin prikupljanja, obrade i odgovornost za toènost istih te naèina kontinuiranog monitoriranja podataka.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",Initiate deffinition of DQ dashboard for Real estate department,2020-12-31,1,,
848,2,"Definiranje kljuènih podataka, naèin prikupljanja, obrade i odgovornost za toènost istih te naèina kontinuiranog monitoriranja podataka.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",Initiate deffinition of DQ dashboard for Asset management department,2020-12-31,1,,
849,2,Definiranje edukacije i plan provedbe edukacije novih zaposlenika o korištenju sustava i poslovnih procesa,Educiranje novih zaposlenika o korištenju sustava i poslovnih procesa,2020-12-31,1,,
850,2,Integriranje optimiziranih procesa u redovan daily business te kontrola istih. ,Provedba i kontrola optimiziranih procesa,2020-12-31,1,,
851,2,Poboljšanje u svakodnevno radu temeljem primjene nauèenog na edukaciji za upravljanje vremenom,Upravljanje vremenom ,2020-12-31,2,,
852,2,"Prepare Documentation of Data Quality Dash board based on relevant indicator  (Context, Storage, Data Flow, Workflow,Owneship, Monitoring) for core business departments (Resooultion, Asset management, RealEstate, Back Office)",Initiate deffinition of DQ dashboard,2020-12-31,1,,
853,2,Prepration and controll of data required for Solaris project,SOLARIS_Data preparation ,2020-12-31,1,,
854,2,Integration and control of optimized procesess in daily business ,"Addaption of opimized processes (""Hidden hook"")",2020-12-31,1,,
855,2,Education definition and implementation plan for onbording HR process,Onboarding education for Artoron usage and business processes,2020-12-31,1,,
856,2,Participation on stress management education and apllying of new knowlage ,Stress management education,2020-12-21,2,,
857,2,Identifikacija kandidata za poziciju Team leadera u REO Odjelu,Razvoj Team leadera u REO Odjelu,2020-12-31,2,,
858,2,Sudjelovanje u izradi procesa prodaje kolaterala u suradnji s AM Odjelom,Poboljšanje procesa prodaje kolaterala,2020-12-31,2,,
859,2,Recovered amount from 01.07.-31.12.2020. for SME Team,Recovered amount in MKN,2020-12-31,1,,
860,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements  ,2020-12-31,1,,
861,2,"Pisanje procedure za ""Write of"" proces u Asset management odjelu","Procedura za ""Write of"" proces",2020-12-31,1,,
862,2,"Pisanje procedure za ""Debt sale"" proces u Asset management odjelu","Procedura za ""Debt sale"" proces",2020-12-31,1,,
863,2,"Nauèiti upravljati stresom na radnom mjestu unutra tima/organizacije, te smanjiti razinu stresa i  identificirati izvor stresa (valuacija da li je razina stresa smanjena pomoæu ankete meðu èlanovima tima+Head)",Upravljanje stresom na radnom mjestu,2020-12-31,2,,
864,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback u vezi preuzimanja nekretnina na elektronièkoj javnoj dražbi i pravnim moguænostima prijeboja, odnosno osloboðanja od plaæanja kupovnine uz osvrt na prodaju potraživanja za vrijeme trajanja elektronièke javne dražbe",Edukacija na temu prijeboja u steèaju,2020-12-31,2,,
865,2,"Održavanje interne edukacije s kolegom struènjakom za upravljanje imovinom radi boljeg razumijevanja krivulja, discount proposala te utjecaja proteka vremena na vrijednost novca",Razvoj ekonomskih vještina,2020-12-15,2,,
866,2,Learning about the impact of stress and the tools how to manage it ,Stress management ,2020-12-31,2,,
867,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Retail Secured Team",Timski cilj,2020-12-31,1,,
868,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Timski cilj,2020-12-31,1,,
869,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL2,2020-12-31,2,,
870,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Corporate team",Timski cilj,2020-12-31,1,,
871,2,"Successful agreements:
Description: Percentage of successfully concluded and realized/in realization agreements with debtors, guarantors and pledge debtors",Timski cilj,2020-12-31,1,,
872,2,"1. Provjera I pregled angažiranih vanjskih odvjetnièkih ureda u Corporate portfelju (inicijalni status)
2. Provjera I donošenje kriterija za externalizaciju: dodjela predmeta, povlaèenje predmeta, izvještaj praæenja rada vanjskih odvjetnièkih ureda I na kraju uputa za externalizaciju
3. Suradnja s vanjskim odvjetnièkim uredima (po osiguranim i neosiguranim kreditima). Cilj je uspostaviti proces rada vanjskih odvjetnièkih ureda bez podrške internih pravnika i razviti njihovu komunikaciju sa svim sudionicima procesa (CM, raèunovodstvo, LM itd...) te praæenje da je proces uspješno implementiran
4. Modul odvjetnièkih ureda - analiza postojeæeg stanja (koji su problemi/nedostaci), prijedlozi za poboljšanje, rješenje u vidu prijedloga i koraka koji trebaju biti poduzeti",INDIVIDUALNI: Externalizacija - vanjski odvjetnièki uredi,2020-12-31,2,,
873,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Timski cilj,2020-12-31,2,,
874,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Razvojni cilj,2020-12-31,1,,
875,2,"pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedlog za ovrhu na sud/kod j.b)",Razvojni cilj,2020-12-31,2,,
876,2,Svrha cilja je postiæi samostalnost u radu djelatnika,Razvojni cilj,2020-12-31,2,,
877,2,"Priprema materijala I prezentacije, održavanje edukacije Odjelu upravljenja imovinom (2 grupe miješanih timova), priprema ankete za feedback",Edukacija na izabranu temu,2020-12-31,2,,
878,2,"Obilazak nekretnine / suda za predmete u Priority 1ili2 (ako su svi u priority 1 odraðeni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020",INDIVIDUALNI: Field visit/ Court visit,2020-12-31,1,,
879,2,"Cij obuhvaæa pokretanje postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (Pokretanje postupaka podrazumijeva slanje prijedloga za ovrhu na sud/kod javnog bilježnika","INDIVIDUALNI: Utuženja/ Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,1,,
880,2,"Arhiviranje obuhvaæa:
1. izradu upute za arhiviranje i održavanje edukacije svim timovima

2. praæenje timova te izrada tjednog izvještaja (feedback od voditelja ukoliko nije napravljen dovoljan broj arhiviranja)
3. quality check unesenih podataka
4. održavanje baze do importa podataka u AroTron ",Arhiviranje,2020-12-31,1,,
881,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL2,2020-12-31,2,,
882,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
883,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
884,2,"Obilazak nekretnine / suda za predmete u Priority 1 ili 2 (ako su svi u 1 pokriveni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020",Field visit/Court visit,2020-12-31,1,,
885,2,"Definirati poslove, kreirati upute za rad i prenijeti poslove na osobe koje æe ih obavljati tijekom moje odsutnosti",DEFINIRANJE I PRIJENOS POSLOVA,2020-12-31,1,,
886,2,Detaljno prouciti mogucnosti Codeksa koje mogu olakšati rad. ,POVECANJE EFIKASNOSTI APLIKACIJE CODEKS,2020-12-31,1,,
887,2,"Cilj je smanjiti troškove koji idu preko Office managementa na nacin da se definiraju svi troškovi i pokušaju ispregovarati nove, niže cijene ili promjena dobavljaca",SMANJENJE TROŠKOVA,2020-12-31,1,,
888,2,Proci edukaciju prezentacijskih vještina,PREZENTACIJSKE VJEŠTINE,2020-12-31,2,,
889,2,Proci edukaciju,Time management,2020-12-31,2,,
890,2,Kreiranje programa zadržavanja kljuènih zaposlenika ggggg,Retention Policy - politika zadržavanja kljuènih zaposlenika,2020-10-31,1,2020-10-05 10:22:39.760000,ivana.l
892,2,"Uspostava sustava internih edukacija - soft skills,tehnièke edukacije (Excel, Arotron, DMS,...)",Interne edukacije,2020-12-31,1,2020-10-05 10:22:39.913000,ivana.l
893,2,Uspostava kontrolnih mehanizama u upravljanju kompanijom u procesu promjena i doprinos kriznoj komunikaciji.,Change management,2020-12-31,2,2020-09-23 14:21:45.630000,ivana.l
894,2,Pohaðanje 8-dnevne radionice i certifikacija za Coacha.,Škola coacheva - certifikacija,2020-11-15,2,2020-09-23 14:21:45.767000,ivana.l
895,2,"Poboljšanje prezentacijskih vještina kroz edukaciju HR, vlastitog istraživanja i treninga (prezentacije na kreditnom odboru i interno); feedback Head AM + TL",Prezentacijske vještine,2020-12-31,2,,
896,2,Recovered amount from 01.07.-31.12.2020. for SME Team,Recovered amount in MKN,2020-12-31,1,,
897,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements  ,2020-12-31,1,,
898,2,"pokretanje pravnih postupaka na svim kolateralima gdje istih nema u predmetima u Priority 1,2,3 (pokretanje postupka podrazumjeva slanje prijedloga za ovrhu na sud/kod j.b)","Pokretanje pravnih postupaka u Priority 1,2,3",2020-12-31,1,,
899,2,"Cilj obuhvaca osobni obilazak suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog LM)
- u slucaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Court visit_VOL2,2020-12-31,2,,
900,2,Cilj obuhvaca izradu te prezetaciju Case study-a zakljucno sa 31/12/2020,Case study,2020-12-31,2,,
901,2,"Recovered amount in MKN:
Description: recovered amount from 01.07.-31.12.2020. for Corporate Team
",Timski cilj,2020-12-31,1,,
902,2,"Successful agreements  :
Description: Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors
",Timski cilj,2020-12-31,1,,
903,2,"Priprema materijala i prezentacije, održavanje edukacije Odjelu upravljanja imovinom (2 grupe miješanih timova), priprema ankete za feedback",Osobni cilj - Edukacija na temu: Prezentacija složene strukture jednog predmeta,2020-12-31,2,,
904,2,"Interna edukacija (IT), samostalno istraživanje u cilju dobivanja naprednih znanja i moguænosti poboljšanja rada ",Osobni cilj - Arotron - napredna edukacija,2020-12-31,2,,
905,2,"Obilazak nekretnine / suda za predmete u Priority 1 ili 2 (ako su svi u 1 pokriveni), provjera stanja nekretnina na terenu, traženje dodatnih elemenata koji se mogu koristiti u sudskim postupcima; opširan report u Arotronu o nalazu. U sluèaju nepovoljne situacije zbog COVID-19 krize, revizija KPI nakon 31.10.2020
",Poslovni cilj - Field visit / Court visit,2020-12-31,1,,
906,2,"1) 2 way communication (listening, awareness, emphaty, encouragement)
2) Developing employees (new skills, tricks and tips on recovery, passing knowledge, building up confidence, presentation and negotiation skills)
3) Communication with other dep. (ensure positive and professional comm.; HR workshop if necessary)
4) Feedback on performance: constructive criticism, praise on result, acknowledge (lack) of improvement",Building up a department,2020-12-31,2,,
907,2,Smanjenje troškova,Poslovni ciljevi,2020-12-31,1,,
908,2,Revidiranje svih podataka o službenim vozilima.,Podaci o službenim vozilima,2020-12-31,1,,
909,2,detaljno razdraditi i definirati proceduru za nabavu službenih vozila,Procedura vezana za nabavu službenih vozila,2020-12-31,1,,
910,2,Proæi edukaciju Komunikacija,Komunikacija,2020-12-31,2,,
911,2,Proæi edukaciju Osnovni excel ,Osnovni excel,2020-12-31,2,,
912,2,Ukupan broj promise-a i postotak ispunjenog promise-a u periodu od 01.07. do 31.12.,Individualni cilj,2020-12-31,1,,
913,2,Ukupna naplata u periodu od 01.07. do 31.12.,Individualni cilj,2020-12-31,1,,
914,2,"Ukupan broj uplata iznad 1.000,00 HRK u periodu od 01.07. do 31.12.",Individualni cilj,2020-12-31,1,,
915,2,"Razvoj organizacijskih, menaðerskih i voditeljskih vještina (definiran akcijski plan)",Individualni cilj,2020-12-31,1,,
916,2,Razvoj Monitoringa te mjerenje uèinka prenesenog znanja na savjetnika (definiran akcijski plan),Osobni razvoj,2020-12-31,2,,
917,2,Kontrola poveæanog stresa (poslovno i privatno),Osobni cilj,2020-12-01,2,,
918,2,Ukupno naplaæen iznos unutar polugodišta ,Individualni ,2020-12-31,1,,
919,2,Broj dogovorenih uplata/ postotak ostvarenih ,Individualni,2020-12-31,1,,
920,2,Broj izvršenih uplata od 1000 kn i više ,Individualni ,2020-12-31,1,,
921,2,Unaprjeðenje komunikacijskih vještina/prezentacija predloženog riješenja kroz osobine i koristi ,Osobni razvojni cilj,2020-12-31,2,,
922,2,Unaprjeðenje komunikacijskih vještina/inzistiranje na konkretnom pokušaju dogovora uplate i upornost,Osobni razvojni cilj,2020-12-31,2,,
923,2,Ukupan broj dogovorenih uplata/postotak ispoštovanih dogovorenih dogovora,Individualni cilj,2020-12-31,1,,
924,2,Individualna naplata,Individualni cilj,2020-12-31,1,,
925,2,"Dogovorene uplate iznad 1000,00 HRK",Individualni cilj,2020-12-31,1,,
926,2,Poveæanje asertivnosti i prepoznavanje kljuènih prblema,Poboljšanje komunikacijskih vještina/razvojni,2020-12-31,2,,
927,2,recovered amount from 01.07.-31.12.2020. for Retail Secured Team,Recovered amount in MKN,2020-12-31,1,,
928,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements  ,2020-12-31,1,,
929,2,"Procedura treba obuhvaæati:
1. Strategiju postupanja prema klijenta od strane AM odjela
2. Postupci i radnje po kupljenim portfeljima
3. Kriteriji i postupak eksternalizacije",Izrada procedure AM,2020-12-31,1,,
930,2,Cilj obuhvaæa razvijanje djelatnika Marija Bošnjak na naèin da se postigne samostalnost i raznolikost u obavljanju zadataka. Uspjeh bi se oèitovao kroz razvijanje njezinih vještina koji bi kasnije mogli biti usmjereni i korišteni za druge zadatke na nivou poslodavca a sve na temelju postavljenog zadatka unutar njezinih ciljeva (B2Nekretnine i prezentacijske vještine),Razvoj djelatnika Retail Secured tima - Marija Bošnjak,2020-12-31,2,,
931,2,Cilj obuhvaæa razvijanje djelatnika Lea na naèin da se postigne samostalnost i raznolikost u obavljanju zadataka. Uspjeh bi se oèitovao kroz razvijanje njezinih vještina koji bi kasnije mogli biti usmjereni i korišteni za druge zadatke na nivou poslodavca a sve na temelju postavljenog zadatka unutar njezinih ciljeva (B2Nekretnine i prezentacijske vještine),Razvoj djelatnika Retail Secured tima - Lea Miletiæ,2020-12-31,2,,
932,2,Organizacijska vještina važna je za razvoj djelatnika buduæi da pokazuje razinu samodiscipline i poštivanje postavljenih rokova kao i produktivno upravljanje timom.,Organizacijske vještine,2020-12-31,2,,
933,2,Cilj obuhvaæa razvijanje djelatnika Daniela Vignjeviæa na naèin da se postigne samostalnost i raznolikost u obavljanju zadataka. Uspjeh bi se oèitovao kroz razvijanje njegovih vještina koje bi kasnije mogle biti usmjerene i korišteni za druge zadatke na nivou poslodavca a sve na temelju postavljenog zadatka unutar njezinih ciljeva (B2Nekretnine i prezentacijske vještine),Razvoj djelatnika SME tima - Daniel Vignjeviæ,2020-12-31,2,,
934,2,Cilj obuhvaæa razvijanje djelatnika Anita Cvetko na naèin da se postigne samostalnost i raznolikost u obavljanju zadataka. Uspjeh bi se oèitovao kroz razvijanje njezinih vještina koje bi kasnije mogle biti usmjerene i korištene za druge zadatke na nivou poslodavca a sve na temelju postavljenog zadatka unutar njezinog cilja  (Eksternalizacija u Vanjske odvjetnièke urede),Razvoj djelatnika Retail Secured tima - Anita Cvetko,2020-12-31,2,,
935,2,"Otptimatizacija radnih procesa u timu Closing (dorada postojeæih, prijedlozi i nadopune)",Optimization WF  Closing,2020-12-31,1,,
936,2,Popis i razrada svih taskova unutar Closing tima,List and elaboration of all tasks for Closing team,2020-12-31,1,,
937,2,Održana radionica na temu Kako kreirati i razmijeti važnost radnih procesa koristeæi logièno razmišljanje,Workshop/ topic: How to creat WF (logical thinking),2020-12-31,2,,
938,2,Akciju aktivacije riješiti u 7 radnih dana (bez odgode vremena s fazom),Smanjivanje vremenskog perioda rješavanja aktivacije,2020-12-31,1,,
939,2,Akciju aktivacije riješiti u 7 radnih dana (bez odgode vremena s fazom),Smanjivanje vremenskog perioda rješavanja aktivacije,2020-12-31,1,,
940,2,Kreirati priruènik s najèešæim pitanjima i odgovorima za sve procese za savjetnike u Odjelu naplaten,Kreiranje priruènika o procesima unutar support tima za savjetnike u Odjelu naplate,2020-12-31,2,,
941,2,Akciju aktivacije riješiti u 7 radnih dana (bez odgode vremena s fazom),Smanjivanje vremenskog perioda rješavanja aktivacije,2020-12-31,1,,
942,2,Revidirati postojeæi proces i uskladiti promjene u postupanjima,Optimizacija procesa opoziva kolaterala,2020-12-31,1,,
943,2,Revidirati postojeæe template dopisa i importirati ih u Arotron,Revidiranje postojeæih template-a dopisa i njihov import u Arotron,2020-12-31,1,,
944,2,napraviti report za  predmete na kojima postoji Sporazum (djelomièan) s otpisom ZZK ,Agreement tracking report,2020-12-31,1,,
945,2,Analizirati predmete sa statusom Potential Claim i zatvoriti ih s pripadajuæim rezultatima.,Èišæenje Potential Claim Q,2020-12-31,1,,
946,2,Revidirati postojeæi proces i uskladiti promjene u postupanjima,Optimizacija procesa aktivacije i nadopune kolaterala,2020-12-31,1,,
947,2,Ažurirate postojeæe upute sukladno revidiranju svih procesa i kreirati priruènik za mentoriranje,Ažuriranje uputa o procesima unutar support tima i kreiranje priruènika za mentoriranje,2020-12-31,2,,
948,2,Akciju aktivacije riješiti u 7 radnih dana (bez odgode vremena s fazom,Smanjivanje vremenskog perioda rješavanja aktivacije,2020-12-31,1,,
949,2,Akciju aktivacije riješiti u 7 radnih dana (bez odgode vremena s fazom),Smanjivanje vremenskog perioda rješavanja aktivacije,2020-12-31,1,,
950,2,recovered amount from 01.07.-31.12.2020. for Retail Secured Team,Recovered amount in MKN,2020-12-31,1,,
951,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements ,2020-12-31,1,,
952,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study (1-2) ,2020-12-31,1,,
953,2,"Uputom treba biti propisano postupanje u Retail secured timu na naèin da budu jasno naznaèene odgovornosti djelatnika, aktivnosti i postupci koji dovode do ostvarenja naplate predmeta",Izrada upute za rad - Retail secured,2020-12-31,2,,
954,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
955,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
956,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,1,,
957,2,Ispitati zadovoljstvo razinom èistoæe u kompanije,Anketa o zadovoljstvu èistoèom,2020-12-31,1,,
959,2,"Rješiti cjelokupni backlog pošte za vanjske odvjetnike,unos HPB povratnica u sustav i arhiviranje",Strateški poslovni,2020-12-31,1,,
960,2,Utvrditi ispravnost  svih podataka u tablici kolaterala s fizièkim kolateralima u sefu,Analiza fizièkih kolaterala u sefu i usporedba s podacima u tablici kolaterala,2020-12-31,1,,
961,2,Analizirati postojeæe i prikupiti sve podatke koji nedostaju i spremiti ih u odgovarajuæi folder u odgovarajuæem formatu,Prikupljanje i ažuriranje  podataka svih foldera na Collection documentation disku,2020-12-31,1,,
962,2,Ažurirati postojeæu procedure i upute sukladno promjenama u poslovanju,Ažuriranje procedure i uputa za arhiviranje dokumentacije,2020-12-31,1,,
963,2,Analizirati i sažeti sve izmjene koje su se dogodile u procesima postakvizcije u okolnostima karantene ,Sažetak utjecaja karantene na poslovanje tima,2020-12-31,2,,
964,2,Utvrditi ispravnost  svih podataka u tablici kolaterala s fizièkim kolateralima u sefu,Analiza fizièkih kolaterala u sefu i usporedba s podacima u tablici kolaterala,2020-12-31,1,,
965,2,Analizirati postojeæe i prikupiti sve podatke koji nedostaju i spremiti ih u odgovarajuæi folder u odgovarajuæem formatu,Prikupljanje i ažuriranje  podataka svih foldera na Collection documentation disku,2020-12-31,1,,
966,2,Kreirati proceduru i upute za process masovnih (re)aktivacija,Kreiranje procedure i uputa za masovne (re)aktivacije,2020-12-31,1,,
967,2,"U potpunosti ovladati rješavanje excel taskova- èišæenje arhivskih tablica, transakcija i fina raèuna za promjenu vjerovnika",Savladavanje najosnovnijih excel taskova u postakviziciji,2020-12-31,2,,
